Transaction Date,Posted Date,Card No.,Description,Category,Debit,Credit
2023-09-13,2023-09-14,5261,TM *THE SIMON  GARFUNK,Entertainment,106.0,
2023-09-13,2023-09-14,405,PANERA BREAD #204913 P,Dining,16.85,
2023-09-12,2023-09-13,5261,Viasat Internet US,Internet,227.02,
2023-09-12,2023-09-13,13,AIRBNB  HMHMNTYPCQ,Other Travel,818.76,
2023-09-12,2023-09-13,405,KROGER #418,Merchandise,6.84,
2023-09-09,2023-09-11,5261,Prime Video Channels,Entertainment,6.31,
2023-09-09,2023-09-11,405,UBER   TRIP,Other Travel,20.16,
2023-09-09,2023-09-09,405,UBER   TRIP,Other Travel,18.73,
2023-09-08,2023-09-08,5261,APPLE.COM/BILL,Entertainment,18.0,
2023-08-16,2023-08-17,405,TARGET 00014472,Merchandise,89.69,
2023-08-16,2023-08-16,5261,Prime Video *TO3IN0MS1,Internet,4.21,
2023-08-15,2023-08-16,5261,BP#8517591FIVESTAR 2275,Gas/Automotive,31.9,
2023-08-16,2023-08-16,5261,RING YEARLY PLAN,Merchandise,39.99,
2023-08-14,2023-08-16,5261,HUMANA CLOCKTOWER FIT,Other,16.96,
2023-08-15,2023-08-16,405,BP#8517591FIVESTAR 2275,Gas/Automotive,25.01,
2023-08-15,2023-08-16,405,KROGER #465,Merchandise,30.94,
2023-08-14,2023-08-15,5261,KROGER #224,Merchandise,36.99,
2023-08-14,2023-08-15,5261,KROGER #224,Merchandise,12.16,
2023-08-14,2023-08-15,5261,AMZN Mktp US*TO6ZB4242,Merchandise,9.53,
2023-08-14,2023-08-15,5261,BIRCHBOX,Merchandise,13.78,
2023-08-13,2023-08-15,5261,TST* NamNam Cafe,Dining,16.04,
2023-08-14,2023-08-15,405,INFI (INFI.US),Merchandise,19.91,
2023-08-13,2023-08-15,405,MILLENNIUM MAXWELL HOUSE,Lodging,21.85,
2023-08-13,2023-08-15,405,TST* La Bodeguita de Mima,Dining,102.36,
2023-08-13,2023-08-14,5261,KROGER #224,Merchandise,13.4,
2023-08-13,2023-08-14,5261,AMZN MKTP US*TO2C47BN2 AM,Merchandise,36.99,
2023-08-12,2023-08-14,5261,THE HOME DEPOT #2313,Merchandise,10.3,
2023-08-13,2023-08-14,5261,AMZN Mktp US*TO8HP1TV0,Merchandise,31.37,
2023-08-12,2023-08-14,13,THE HOME DEPOT #3002,Merchandise,7.73,
2023-08-14,2023-08-14,405,UBER TRIP,Other Travel,13.91,
2023-08-13,2023-08-14,405,PILOT 00003921,Dining,7.73,
2023-08-13,2023-08-14,405,DUNKIN #358316,Dining,10.58,
2023-08-12,2023-08-14,405,CHICK-FIL-A #05084,Dining,13.09,
2023-08-13,2023-08-14,405,LUCKY BASTARD SALOON,Dining,28.0,
2023-08-12,2023-08-14,405,BOOTLEGGERS INN,Dining,16.46,
2023-08-13,2023-08-14,405,UBER TRIP,Other Travel,12.67,
2023-08-12,2023-08-14,405,MILLENNIUM MAXWELL HOUSE,Dining,19.2,
2023-08-12,2023-08-14,405,MELLOW MUSHROOM,Dining,49.18,
2023-08-12,2023-08-14,5261,MATTRESS FIRM 083003,Merchandise,270.29,
2023-08-12,2023-08-14,5261,WALGREENS #19454,Healthcare,25.26,
2023-08-12,2023-08-14,5261,PAULS FRUIT MARKET CHENOW,Merchandise,4.99,
2023-08-11,2023-08-14,5261,KROGER #5224,Merchandise,47.12,
2023-08-12,2023-08-14,5261,SQ *BRUEGGER'S BAGELS ST,Dining,8.26,
2023-08-12,2023-08-14,5261,Viasat Internet US,Internet,227.02,
2023-08-12,2023-08-14,13,FSP*FLEET FEET DES PERES,Healthcare,153.28,
2023-08-11,2023-08-14,13,ACT*USAT,Other,16.01,
2023-08-12,2023-08-14,13,TARGET 00011023,Merchandise,78.6,
2023-08-13,2023-08-14,405,UBER TRIP,Other Travel,9.45,
2023-08-12,2023-08-14,405,CIRCLE K # 03620,Gas/Automotive,34.13,
2023-08-11,2023-08-14,405,SHELL OIL 10011377016,Gas/Automotive,45.2,
2023-08-11,2023-08-12,5261,FURRY FRIENDS OASIS,Merchandise,222.6,
2023-08-11,2023-08-12,5261,LOUISVILLE ANTIQUE MARKE,Merchandise,90.1,
2023-08-11,2023-08-12,5261,TMOBILE*AUTO PAY,Phone/Cable,155.0,
2023-08-11,2023-08-12,405,LOCO BURRO FRESH MEX CAN,Dining,90.49,
2023-08-11,2023-08-12,405,WM SUPERCENTER #1190,Merchandise,7.28,
2023-08-10,2023-08-12,405,TST* Royals Hot Chicken N,Dining,15.62,
2023-08-10,2023-08-11,5261,KROGER #224,Merchandise,19.04,
2023-08-10,2023-08-11,5261,TST* HEINE BROTHERS COFFE,Dining,6.83,
2023-08-09,2023-08-11,5261,THORNTONS #0027,Gas/Automotive,54.38,
2023-08-09,2023-08-11,405,CHAMPS ROLLERDROME,Entertainment,8.84,
2023-08-10,2023-08-11,405,SQ *SHIRAZ MEDITERRANEAN,Dining,15.1,
2023-08-10,2023-08-10,5261,AMZN Mktp US*TA6NS6SR1,Merchandise,111.18,
2023-08-09,2023-08-10,5261,HUMANA MAIN CAFE,Dining,12.49,
2023-08-09,2023-08-10,5261,BESPOKE POST,Merchandise,57.19,
2023-08-09,2023-08-10,5261,"STITCH FIX, INC.",Merchandise,46.64,
2023-08-08,2023-08-10,5261,WWW.RAISE-365.COM 70 - SC,Merchandise,38.59,
2023-08-09,2023-08-10,13,BED BATH  & BEYOND,Other,40.15,
2023-08-08,2023-08-10,405,AVENUE BAR LOUISVILLE,Dining,17.69,
2023-08-09,2023-08-10,405,KROGER #224,Merchandise,4.65,
2023-08-08,2023-08-10,405,9692 GREAT CLIPS AT BASHF,Other Services,23.0,
2023-08-08,2023-08-09,5261,WATERSIDE CAFE,Dining,8.67,
2023-08-09,2023-08-09,5261,Prime Video Channels,Entertainment,6.31,
2023-08-09,2023-08-09,5261,APPLE.COM/BILL,Entertainment,4.23,
2023-08-08,2023-08-09,5261,WALGREENS #2924,Health Care,29.87,
2023-08-07,2023-08-09,5261,CAPTAIN'S CELLARS,Merchandise,25.42,
2023-08-08,2023-08-09,5261,HP *INSTANT INK,Merchandise,6.35,
2023-08-08,2023-08-09,5261,BESPOKE POST,Merchandise,68.85,
2023-08-08,2023-08-09,13,"MAURANDA N. JONES, LCS",Health Care,10.0,
2023-08-08,2023-08-09,13,TST* NICKS PUB,Dining,12.0,
2023-08-08,2023-08-09,405,Audible*TA9AM7X21,Other Services,8.43,
2023-08-08,2023-08-08,5261,CAPITAL ONE MOBILE PYMT,Payment/Credit,,3500.0
2023-08-07,2023-08-08,5261,KROGER #224,Merchandise,25.04,
2023-08-06,2023-08-08,13,STARBUCKS STORE 51254,Dining,5.14,
2023-08-06,2023-08-07,5261,Netflix,Phone/Cable,16.33,
2023-08-06,2023-08-07,5261,KROGER #224,Merchandise,18.5,
2023-08-06,2023-08-07,5261,KROGER #224,Merchandise,36.66,
2023-08-05,2023-08-07,5261,SHELL OIL 57443020300,Gas/Automotive,73.82,
2023-08-05,2023-08-07,13,BEST STOP,Gas/Automotive,27.93,
2023-08-06,2023-08-07,405,LOVE'S #383,Gas/Automotive,41.96,
2023-08-06,2023-08-07,405,LOVE'S #383,Gas/Automotive,10.48,
2023-08-05,2023-08-07,405,THE HOME DEPOT #3832,Merchandise,14.83,
2023-08-05,2023-08-07,405,STARBUCKS 800-782-7282,Dining,15.0,
2023-08-05,2023-08-07,5261,THE FRESH MARKET 079,Merchandise,11.85,
2023-08-04,2023-08-07,5261,U-HAULBROADWAY STORAGE,Car Rental,66.78,
2023-08-04,2023-08-07,5261,SHELL OIL 12794298005,Gas/Automotive,53.54,
2023-08-05,2023-08-07,13,HARNED TOBACCO SHACK,Merchandise,12.71,
2023-08-05,2023-08-07,405,KROGER #465,Merchandise,53.41,
2023-08-05,2023-08-07,405,TARGET        00014472,Merchandise,24.03,
2023-08-04,2023-08-05,5261,KROGER #224,Merchandise,9.45,
2023-08-03,2023-08-05,5261,KROGER #5224,Merchandise,56.05,
2023-08-04,2023-08-05,405,LEVELUPHEINEBROTHERS5,Dining,4.93,
2023-08-03,2023-08-04,5261,WATERSIDE CAFE,Dining,1.26,
2023-08-04,2023-08-04,5261,AMZN Mktp US*TH8A32KJ1,Merchandise,36.99,
2023-08-03,2023-08-04,5261,Amazon.com*TH6DK92W1,Merchandise,50.85,
2023-08-03,2023-08-04,5261,AMZN Mktp US*TH2FC3ST1,Merchandise,62.49,
2023-08-02,2023-08-04,5261,BLUE DOG BAKERY & CAFE,Dining,5.75,
2023-08-03,2023-08-04,5261,Amazon.com*TA8R54CM2,Merchandise,15.89,
2023-08-02,2023-08-04,5261,TST* Dasha Barbours South,Dining,138.55,
2023-08-03,2023-08-04,405,MEIJER # 160,Merchandise,35.15,
2023-08-03,2023-08-03,5261,CAPITAL ONE MOBILE PYMT,Payment/Credit,,5500.0
2023-08-02,2023-08-03,5261,HUMANA MAIN CAFE,Dining,4.11,
2023-08-02,2023-08-03,5261,TST* Nic & Normans - Loui,Dining,16.38,
2023-08-02,2023-08-03,5261,TST* Nic & Normans - Loui,Dining,12.6,
2023-08-03,2023-08-03,5261,SPOTIFY,Phone/Cable,10.59,
2023-08-02,2023-08-03,5261,SQ *EHRLER'S ICE CREAM,Merchandise,11.5,
2023-08-01,2023-08-03,5261,BLUE DOG BAKERY & CAFE,Dining,5.75,
2023-08-01,2023-08-03,5261,HUMANACASHLESS,Dining,20.0,
2023-08-01,2023-08-02,5261,Kyushu Japanese Steakhous,Dining,172.16,
2023-08-01,2023-08-02,5261,IN *TRUE NORTH CATERING,Dining,5518.01,
2023-08-01,2023-08-02,5261,CATHOLIC CHARITIES OF LO,Other Services,79.0,
2023-08-01,2023-08-02,13,Spectrum,Phone/Cable,79.99,
2023-07-31,2023-08-01,5261,Spotify USA,Phone/Cable,10.59,
2023-07-30,2023-08-01,5261,KROGER #5224,Merchandise,54.9,
2023-07-31,2023-08-01,13,KROGER #360,Merchandise,3.95,
2023-07-30,2023-08-01,405,SHEETZ 0737   00007377,Gas/Automotive,1.49,
2023-07-30,2023-08-01,405,STARBUCKS 800-782-7282,Dining,15.0,
2023-07-31,2023-07-31,5261,BARK&CO (BARKBOX),Merchandise,8.48,
2023-07-30,2023-07-31,5261,SPEEDWAY 09515 LOUISVILLE,Gas/Automotive,28.63,
2023-07-30,2023-07-31,5261,JIMMY JOHNS 814,Dining,5.45,
2023-07-30,2023-07-31,5261,BAXTER AVE THEATRES,Entertainment,4.5,
2023-07-30,2023-07-31,13,WWW.NTABACOFFEEHAUS.CO,Dining,12.1,
2023-07-29,2023-07-31,405,HUMANA  CLOCKTOWER FIT,Entertainment,10.6,
2023-07-30,2023-07-31,405,BAILEY'S 3137,Dining,17.0,
2023-07-30,2023-07-31,405,KROGER #346,Merchandise,20.05,
2023-07-30,2023-07-31,405,OHIO EXPO CENTER,Other Services,12.0,
2023-07-30,2023-07-31,405,LOVE'S #383,Gas/Automotive,36.21,
2023-07-30,2023-07-31,405,LOVE'S #383,Gas/Automotive,7.83,
2023-07-30,2023-07-31,405,SQ *LOOKING GLASS ANTIQUE,Merchandise,10.75,
2023-07-28,2023-07-31,405,KRIMMER ITALIANETTE PIZZE,Dining,27.84,
2023-07-29,2023-07-31,5261,KROGER #224,Merchandise,23.29,
2023-07-30,2023-07-31,13,LYFT   *RIDE FRI 10PM,Other Travel,19.0,
2023-07-29,2023-07-31,13,SQ *DMZ CUSTOM CREATIONS,Merchandise,30.48,
2023-07-29,2023-07-31,13,NEW EARTH FARM,Other Services,12.0,
2023-07-29,2023-07-31,13,TST* RED PEBBLES - EMMY S,Dining,55.64,
2023-07-29,2023-07-31,405,DUNKIN #349677,Dining,17.2,
2023-07-29,2023-07-31,405,KROGER #402,Merchandise,9.35,
2023-07-29,2023-07-31,405,APPLE.COM/BILL,Entertainment,3.17,
2023-07-29,2023-07-29,5261,AMZN Mktp US*T67LQ5Y51,Merchandise,18.86,
2023-07-28,2023-07-29,5261,KROGER #224,Merchandise,10.57,
2023-07-28,2023-07-29,5261,KROGER #224,Merchandise,26.39,
2023-07-28,2023-07-29,405,LOVE'S #383,Gas/Automotive,36.73,
2023-07-28,2023-07-29,405,BACK 2 THE DIPPER LLC,Merchandise,1.75,
2023-07-27,2023-07-28,5261,WATERSIDE CAFE,Dining,6.41,
2023-07-26,2023-07-28,5261,CINEMARK THEATRES 245,Entertainment,10.98,
2023-07-26,2023-07-27,5261,WATERSIDE CAFE,Dining,1.26,
2023-07-27,2023-07-27,5261,Amazon.com*T623D6U62,Merchandise,35.74,
2023-07-26,2023-07-27,5261,KROGER #224,Merchandise,4.78,
2023-07-26,2023-07-27,5261,ATT*BILL PAYMENT,Phone/Cable,113.66,
2023-07-26,2023-07-27,5261,FANDANGO,Entertainment,24.06,
2023-07-25,2023-07-27,5261,KROGER #5224,Merchandise,32.13,
2023-07-26,2023-07-27,13,Goodwill Ind KY 5227,Merchandise,6.0,
2023-07-26,2023-07-27,405,WWW.NTABACOFFEEHAUS.CO,Dining,6.4,
2023-07-25,2023-07-26,5261,SNACK SODA VENDING,Dining,1.75,
2023-07-26,2023-07-26,5261,AMZN Mktp US*T68W99SX2,Merchandise,10.59,
2023-07-25,2023-07-26,5261,Amazon.com*T69Z42VH1,Merchandise,15.86,
2023-07-25,2023-07-26,5261,Amazon.com*T61CL9890,Merchandise,36.18,
2023-07-25,2023-07-26,13,Z SALON & SPA,Other Services,0.7,
2023-07-25,2023-07-26,13,SQ *SHREEJI STREET FOOD,Dining,24.14,
2023-07-25,2023-07-25,5261,Amazon Music*T67ND4V60,Entertainment,5.29,
2023-07-25,2023-07-25,5261,APPLE.COM/BILL,Entertainment,2.99,
2023-07-24,2023-07-25,5261,KROGER #224,Merchandise,57.92,
2023-07-23,2023-07-25,5261,AUGGIE DOGGIE,Gas/Automotive,30.42,
2023-07-24,2023-07-25,5261,GROVE COLLABORATIVE,Merchandise,72.01,
2023-07-23,2023-07-25,5261,MDC*MEADE COUNTY RECC,Utilities,37.98,
2023-07-23,2023-07-24,5261,KROGER #224,Merchandise,26.04,
2023-07-23,2023-07-24,5261,KROGER #224,Merchandise,20.13,
2023-07-22,2023-07-24,5261,HOUCHEN'S #2,Merchandise,50.38,
2023-07-23,2023-07-24,13,SPI*AMERENUE,Utilities,64.39,
2023-07-23,2023-07-24,405,KROGER #224,Merchandise,16.69,
2023-07-22,2023-07-24,405,BEST STOP,Gas/Automotive,28.0,
2023-07-22,2023-07-24,405,EW - BOURBON EXPERIENCE,Dining,18.29,
2023-07-22,2023-07-24,405,2LEVYA@LCFC,Dining,12.4,
2023-07-22,2023-07-24,405,OLD FORESTER BAR,Entertainment,16.0,
2023-07-22,2023-07-24,5261,RICK EPLEY DBA MUDPIES,Merchandise,8.67,
2023-07-22,2023-07-24,5261,Sinking Creek Country,Merchandise,40.17,
2023-07-22,2023-07-24,5261,SQ *KC PRODUCE,Other Services,18.93,
2023-07-21,2023-07-24,5261,KROGER #5224,Merchandise,57.04,
2023-07-22,2023-07-24,5261,PELOTON* MEMBERSHIP,Merchandise,12.99,
2023-07-22,2023-07-24,13,Subway 45121,Dining,1.69,
2023-07-22,2023-07-24,405,TST* Merles Whiskey Kitch,Dining,23.94,
2023-07-21,2023-07-22,5261,HARNED TOBACCO SHACK,Merchandise,21.18,
2023-07-21,2023-07-22,5261,AMZN Mktp US*VX7LL19L3,Merchandise,48.75,
2023-07-20,2023-07-22,5261,HUMANACASHLESS,Dining,20.0,
2023-07-20,2023-07-21,5261,"STITCH FIX, INC.",Merchandise,114.48,
2023-07-20,2023-07-21,5261,Amazon.com*2K71R6Z03,Merchandise,15.89,
2023-07-20,2023-07-21,13,SQ *CRESCENT HAIRCR,Other Services,65.0,
2023-07-21,2023-07-21,405,Store,Dining,11.43,
2023-07-19,2023-07-20,5261,HUMANA MAIN CAFE,Dining,2.22,
2023-07-19,2023-07-20,5261,LOUISVILLE SLUGGER FIE,Dining,35.99,
2023-07-19,2023-07-20,5261,LOUISVILLE SLUGGER FIE,Dining,63.74,
2023-07-18,2023-07-20,5261,AVENUE BAR LOUISVILLE,Dining,54.67,
2023-07-19,2023-07-20,5261,AMAZON.COM*D06825HP3 AMZN,Merchandise,47.31,
2023-07-19,2023-07-20,5261,Amazon.com*WO8AW0BI3,Merchandise,21.02,
2023-07-19,2023-07-20,13,VIOC 040017,Gas/Automotive,123.98,
2023-07-18,2023-07-19,5261,HUMANA MAIN CAFE,Dining,12.49,
2023-07-17,2023-07-19,5261,PY *WEST SIXTH NULU,Dining,,55.11
2023-07-18,2023-07-19,5261,AMZN Mktp US*FN14O5213,Merchandise,12.71,
2023-07-17,2023-07-19,13,CINCINNATI AIRPORT 98611,Gas/Automotive,55.0,
2023-07-18,2023-07-18,5261,CAPITAL ONE ONLINE PYMT,Payment/Credit,,703.51
2023-07-18,2023-07-18,5261,CAPITAL ONE ONLINE PYMT,Payment/Credit,,1237.11
2023-07-18,2023-07-18,5261,DD DOORDASH JASONSDEL,Dining,1.04,
2023-07-17,2023-07-18,5261,AMZN MKTP US*VO9BS1G13 AM,Merchandise,31.78,
2023-07-17,2023-07-18,5261,AMZN MKTP US*5G9S00403 AM,Merchandise,21.19,
2023-07-16,2023-07-18,5261,CAPTAIN'S CELLARS,Merchandise,25.16,
2023-07-17,2023-07-18,13,LYFT   *RIDE MON 1PM,Other Travel,20.0,
2023-07-14,2023-07-17,5261,HUMANA  CLOCKTOWER FIT,Entertainment,16.96,
2023-07-16,2023-07-17,13,LYFT   *RIDE SUN 1PM,Other Travel,10.0,
2023-07-16,2023-07-17,405,UBER   EATS,Dining,25.98,
2023-07-16,2023-07-17,13,LYFT   *RIDE SAT 11PM,Other Travel,11.0,
2023-07-16,2023-07-17,13,LYFT   *RIDE SAT 4PM,Other Travel,11.0,
2023-07-15,2023-07-17,13,LYFT   *RIDE SAT 11AM,Other Travel,12.0,
2023-07-15,2023-07-17,13,LYFT   *RIDE SAT 11AM,Other Travel,11.0,
2023-09-14,2023-09-16,5261,HUMANA CLOCKTOWER FIT,Other,16.96,
2023-09-15,2023-09-16,13,SQ *ST. LOUIS DERMATOLOGY,Healthcare,50.0,
2023-09-15,2023-09-15,5261,MEDWATER,Healthcare,52.62,
2023-09-13,2023-09-14,5261,TM *THE SIMON GARFUNK,Entertainment,106.0,
2023-09-12,2023-09-13,13,AIRBNB HMHMNTYPCQ,Other Travel,818.76,
